,id,q,count,classes
7412,7413,"Здравствуйте, Диплом о среднем профессиональном образовании получил в 2013 году, могу ли я на основании этого диплома сдать вступительные испытания и поступить в вуз?",0,
7413,7414,Здравствуйте. Я хотела бы уточнить на каких факультетах имеются бюджетные места? Собираюсь поступать в следующем году.,0,
7414,7415,"Не поступил в ваш вуз, возможно ли хранить оригинал аттестата до следующего зачисления у вас?",0,
7415,7416,"Здравствуйте, проводите ли вы выездные комиссии в Казахстане, г. Павлодар?",0,
7416,7417,"Здравствуйте, по плану набора на 2018 год в НГТУ на факультет бизнеса направлении Экономика и Менеджмент выделено по 9 бюджетных мест. Я открыл страницу, где предоставлена информация о конкурсе и проходных баллах при зачислении в НГТУ (Страница называется Конкурс 2016 на 2017/18 ничего не нашел) Там же, в строке План набора подпункта Бюджет все по 0, то есть бюджетные места отсутствуют, а исходя из плана набора, повторюсь, сказано что выделено по 9 бюджетных мест на эти 2 направления, соответственно, там не указана информация, сколько необходимо иметь баллов чтобы быть зачисленным на бюджетной основе по направлениям Экономика/Менеджмент в данный университет. Хотелось бы знать проходной балл на данные направления дабы попасть на бюджетную основу обучения.",0,
7417,7418,"Здравствуйте, вы отвечали мне по поводу магистратуры.Я все помню, но можно у вас спросить? Есть ли у вас электронные материалы или учебники для подготовки к магистратуре по специальности Материаловедение и технологии материалов:Химическое материаловедение. У нас в Казахстане я не смог найти нужной литературы, а готовиться ведь же надо для поступления к вам в ВУЗ.Например вот такие электронные лекции или учебники Общая химическая технология,Процессы и аппараты химической технологииЗаранее спасибо.",0,
7418,7419,Добрый день. Хотела бы узнать в этом году набор (поступление )на заочную форму обучения юридический факультет осуществлялся ? Как первое высшее образование ? По среднему проф образованию ?,0,
7419,7420,Получается теперь в Казахстане не проводятся вступительные? С чем связано? Спасибо.,0,
7420,7421,"Здравствуйте. Хотел бы поступить в ваш университет на механико-технологический факультет. Хотел бы узнать: Что это за факультет, какие предметы нужны для поступления на данный факультет и чему обучают на данном факультете.",0,
7421,7422,"Задавал вопрос, но ответа не было. Повторяю. Учусь в другом вузе (4-й курс). Диплом бакалавра будет по технической специальности. 1. Можно ли будет поступать к вам в магистратуру на совсем другую техническую специальность? 2. А можно на гуманитарную специальность (лингвистика)?",0,
7422,7423,"Подавала документы,не поступила, где можно забрать диплом теперь?",0,
7423,7424," Подскажите пожалуйста,у меня среднее профессиональное образование по специальности Программное обеспечение вычислительной техники и автоматизированных систем,сколько лет мне придеться учиться на заочном образовании и есть ли возможность поступить сразу на 3 курс?",0,
7424,7425,"Здравствуйте, сейчас заканчиваю среднее профессиональное образование в Камчатском крае. И после получения диплома хотела бы переехать в Новосибирск и поступить в ваш УЗ. Есть ли возможность поступления на бюджетной основе, если я не сдавала ЕГЭ?",0,
7425,7426,"Доброго времени суток! Я являюсь гражданином Республики Казахстан. Учусь в колледже по специальности Техник-технолог. После окончания колледжа планирую поступить в ваш университет на специальность Технология продукции и организация общественного питания. Подскажите, пожалуйста, что мне, как иностранному гражданину необходимо для поступления в университет на базе колледжа? Какие нужно сдавать вступительные экзамены (или же диплома колледжа будет достаточно)? Имеется ли у вас выездная комиссия в города Республики Казахстан? Есть ли возможность поступить на бесплатное обучение? Заранее благодарю вас за ответ! ",0,
7426,7427,Можно ли поступить в нгту по диплому техникума питания? Закончила техникум два года назад.,0,
7427,7428,"Здравствуйте. Такой вопрос, на базе среднего профессионального образования в области гуманитарных наук имею ли я право поступать на основе вступительных экзаменов, без сдачи ЕГЭ, на факультет автоматики и вычислительной техники?",0,
7428,7429,"Здравствуйте, у меня такой вопрос. Я гражданка РК , закончила 11 классов в школе (не сдавала ЕНТ) и 2 колледжа, могу ли я поступить в НГТУ, и влияет ли как то крассный диплом, полученный в колледже при поступлении ?",0,
7429,7430,"Здравствуйте. Скажите, можно ли поступить к ам на бюджет имея среднее профессиональное образование (НПЭК, специальность: Тепловые электрические станции)?На какую форму обучения можно поступить и что для этого нужно? Спасибо!",0,
7430,7431,"Здравствуйте, будет ли выеэдная комиссия в г.Семипалатинск, примерная дата? Указанный на сайте контактный телефон представителя не существует",0,
7431,7432,"здравствуйте, если экзамены сдавал на заочное, но сейчас передумал, что нужно сделать чтобы поступить на очное? можно ли с этими результатами поступить на очное ? ( сдавал в выездной комиссии )",0,
7432,7433,"Добрый день! Подскажите пожалуйста у вас есть ускоренное обручении? Если да, то на каких условиях и на какие специальности?",0,
7433,7434,"Здравствуйте.На базе полученного средне-специального образования в Казахстане,смогу ли я продолжить обучение в вашем вузе,по той же специальности Организация производств общественного питания?И если да,то курс обучения будет полным или сокращенным? И если можно ссылки на здаваемые предметы, цены обучения, есть ли гранты, и сроки обучения.",0,
7434,7435,"Могу я поступить после 1 семестра к вам,я закончил 9 классов средний балл 4.125",0,
7435,7436,Я хочу поступить на специальность Экология и природопользование и хотел бы уточнить сдавать базовую математику или профильную?,0,
7436,7437,"Здравствуйте, я из Казахстана и хотела бы узнать, есть ли на сайте примерные задания вступительных испытаний по русскому языку, математике, физике?",0,
7437,7438,Здравствуйте.Я из Казахстана.Планирую сдать документы на прием в НГТУ по специальности 19.03.04 Технология продукции и организация общественного питания.На эту специальность необходимо пройти предварительный медицинский осмотр. У меня вопрос я должна пройти мед осмотр у себя по месту жительства т.е. в Казахстане и привезти и сдать его вместе с документами на прием? Или же мне необходимо пройти мед осмотр у вас в определенном мед учреждении? Спасибо. ,0,
7438,7439,"Подскажите,пожалуйста, для поступления на энергетический справка о медосмотре должна быть строго формы 003-П/У?",0,
7439,7440,"Доброго вам времени суток. Раньше на сайте можно было найти пробные тестирования на поступление в магистратуру, но сейчас не могу найти. Есть ли сейчас возможность проходить такое тестирование?",0,
7440,7441,"Здравствуйте, скажите пожалуйста, появятся ли бюджетные места на кинооператорство в 2018 учебном году?",0,
7441,7442,Сколько есть бюджетных мест на факультете Лингвистика. Перевод и переводоведение ?,0,
7442,7443,"Добрый день. Пожалуйста, ы не могли бы подсказать условия поступления в аш УЗ на дистанционную форму обучения. Я закончил магистратуру по специальности Юриспруденция в Казахстане. Теперь бы хотел обучаться по другой специальности дистанционно! Не могли бы указать количество лет обучения по специальности для Техносферная безопасность на базе второго высшего. Кроме того, хотелось бы узнать стоимость обучения, требования к поступлению и прочую информацию! Заранее благодарю за ответ",0,
7443,7444,"Есть ли места и сколько по договорам(целевые программы) на факультеты экономики, менеджмента? Если есть, то какой проходной балл на эти места?",0,
7444,7445,"Добрый день. ыделяет ли НГТУ целевые места, и если да, то по каким специальностям?(Интересует ФГО - Журналистика)",0,
7445,7446,"Здравствуйте.Хотелось бы узнать,есть ли целевые места на Технологию и организацию общественного питания и где их можно взять?",0,
7446,7447,Здравствуйте вы не отвечаете на вопросы.,0,
7447,7448,"Здравствуйте. Нигде не могу узнать, в виде чего проходит экзамен по биологии? ",0,
7448,7449,"Здравствуйте, в 2018 будет бюджет на лингвистику?",0,
7449,7450,"Добрый день. У меня сложилась такая ситуация, я хотел бы поступить в аспирантуру в этом году в НГТУ, в июле 2017 года заканчиваю и защищаюсь на диплом магистра в Испании, к сожалению в Испании дипломы выдают лишь в сентябре-октябре, а прием документов в России ограничен июлем-началом августа. Есть ли такая возможность допустить абитуриента до вступительных экзаменов без диплома(на основании письма от координатора и главы департамента моего университета о том, что я успешно закончил программу магистратуры). Благодарю за ответ.",0,
7450,7451,"Здравствуйте. Я из Казахстана, планирую поступать в 2018 году в НГТУ. Хочу связать свою жизнь с физикой и математикой. Какую специальность можете посоветовать? Какова возможность трудоустройства после окончания?",0,
7451,7452,"Здравствуйте, какие экзамены нужны при поступлении на специальностьЮриспруденция (второе высшее образование), какой срок обучения? И есть ли дистанционные подготовительные курсы по естествознанию?",0,
7452,7453,"Если я не поступил к вам, но мой аттестат у вас, можете ли вы его выслать на имя мамы?",0,
7453,7454,"Я из казахстана и хотел бы поступить в НГТУ на энергетический факультет, что для этого нужно?",0,
7454,7455,"Здравствуйте. Нужно ли для поступления проходить какие-либо дополнительные испытания, кроме ЕГЭ?",0,
7455,7456,"Добрый день. Подскажите, пожалуйста, могут ли граждане Республики Казахстан поступить по результатам ЕНТ? Или необходимо сдавать внутренние экзамены вуза? Спасибо.",0,
7456,7457,"Добрый день! Хотелось бы узнать, будут ли в 2017-2018 уг. выездные приемные комиссии в Казахстан? Если да, то в какие города и сроки? Спасибо.",0,
7457,7458,"Здравствуйте, я из Казахстана. Есть ли у Вас выездная комиссия в Республику Казахстан в город Павлодар или Астана? Если выезжает то по каким датам? Спасибо. До свидания!",0,
7458,7459,"Учусь в другом городе, хочу перевестись в НГТУ на тот же факультет. Куда мне обратиться с вопросами по переводу?",0,
7459,7460,"На базе высшего обр. хочу получить спец. инженера теплоэнергетики и теплотехники, заочно.",0,
7460,7461,"Здравствуйте, скажите в этом году планируется проведение дня открытых дверей? Спасибо.",0,
7461,7462, Когда ближайший день открытых дверей?,0,
7462,7463,"Здравствуйте, а будет ли в НГТУ проводиться день открытых дверей в этом году? И если да, то когда?",0,
7463,7464,"Здравствуйте, скажите, пожалуйста, когда будет день открытых дверей? ",0,
7464,7465,Когда будет день отрытых дверей?,0,
7465,7466,"здравствуйте, состоится ли 2 апреля в институте День открытых дверей?",0,
7466,7467," Подскажите, когда состоится день открытых дверей в ашем учебном заведении?",0,
7467,7468," Подскажите, пожалуйста, когда будет День открытых дверей в ашем учебном заведении?",0,
7468,7469,"Добрый день! Подскажите, когда можно попасть на День Открытых Дверей?",0,
7469,7470,"Здравствуйте , хотелось бы узнать, при поступлении в ИДО ( на такие направления, как Экономика , Туризм, Бизнес-информатика) на заочную форму обучения возможно ли обучение на бюджетной основе , или по данным направления оно производится только по контракту ?",0,
7470,7471," Я из Казахстана, заканчиваю техникум, хочу поступить на высшее, нашел ваш Университет хочу узнать о поступлении на заочное обучение, учусь на энерго-механическом отделении! ",0,
7471,7472,Когда Ваш Вуз планирует приехать на профориентацию в Казахстан в г. Темиртау? Приезжаете ли вы в в город Караганду?,0,
7472,7473,где можно узнaть подробности очно-зaочного обучения?,0,
7473,7474,Можно ли получить у вас первое высшее образование факультет Юриспруденция заочно? Имеется среднее профессиональное образование по специальности Менеджмент.,0,
7474,7475,Добрый день. А допускается ли процедура перевода к вам в университет. Я гражданин Казахстана учусь сейчас в Томском университете ТУСУР.,0,
7475,7476,"Здравствуйте, подскажите, пожалуйста, можно ли к вам перевестись из ИГУ на 2 курс направление Туризм на дистанционное обучение? ",0,
7476,7477,"Дабрый день. Хотел бы по интересоваться, я гражданин Казахстана и обучаюсь на втором курсе университета Информационых Технологий по специальности Системы Информационой Безопасности. Могу ли я перевестись в аш Университет на ту же специальность , на третий курс. ",0,
7477,7478,"На факультет 19.03.04 Технология продукции и организация общественного питания по каким предметам надо сдавать вступительные экзамены? Будет ли в 2018 году выездная комиссия в Казахстан город Павлодар . Будут ли бюджетные места? Если да, то в каком месяце? Контактные телефоны.",0,
7478,7479,Нет возможности учиться очно. Военнослужащий. Хотел бы обучаться у вас и получить техническую специальность. Вопрос: на какую специальность учат у вас заочно? Спасибо.,0,
7479,7480,"На какие специальности есть дистанционное обучение?! (с целью получить второе высшее) С уважением, Олег Халиков.",0,
7480,7481,"Добрый вечер,будет ли у вас день открытых дверей и когда?",0,
7481,7482,"Меня интересует подробная информация о довузовской подготовке иностранных абитуриентов, которые хотят поступить в НГТУ. Я прочитала о курсах русского языка, о стоимости и условиях, но у меня остались многие вопросы. Могу я проконсультироваться в устной форме? Может быть есть какие-то консультации, где я могу уточнить вопросы? Спасибо.",0,
7482,7483,Оформляете ли вы приглашение на оформление учебной визы для лиц без гражданства?,0,
7483,7484,"Здравствуйте. Есть ли у ас на сайте примеры заданий, которые будут на вступительных испытаниях?",0,
7484,7485,"Здравствуйте. Хотелось бы узнать, требуется ли сдача ЕГЭ после колледжа. Хочу поступить на Юр. Фак. Сыграет ли какую то роль красный диплом среднего профессионального образования из СибУПК по направлению Право и организация социального обеспечения + пара десятков грамот со школы.",0,
7485,7486,Поступают ли к вам после Новосибирского колледжа электроники и вычислительной техники ?,0,
7486,7487,"Здравствуйте,у меня такой вопрос,если есть среднее профессиональное образование,а поступать собираюсь к вам на другую специальность,то будет учитываться ЕГЭ или только вступительные экзамены?",0,
7487,7488,"Есть ли возможность поступить в ваш университет, если я закончила вечернюю школу?",0,
7488,7489,Ещё раз здравствуйте) в каких случаях необходимо сдавать вступительные экзамены которые проходят в университете? ,0,
7489,7490,"Здравствуйте. Заканчиваю техникум, хотела бы поступить к вам на очное отделение на факультет Информационная безопасность, ЕГЭ по информатике не сдавала. Есть ли возможность сдать вступительные экзамены у вас в УЗе?",0,
7490,7491,Здравствуйте. Можно ли узнать - есть ли возможность сдать вступительные испытания на поступление дистанционно?,0,
7491,7492,"Здравствуйте, возможно ли поступление в ваш УЗ с академической справкой. Учился на юриста в техникуме, после 9 класса, окончил три курса, дипломную работу не защитил, так как забрали в армию.",0,
7492,7493,"Здравствуйте я гражданин Узбекистана могу ли я поступит в ваш университет? Если да, сколько платить за год?",0,
7493,7494,"Здраствуйте.Скажите пожалуйста я живу в Казахстане,хочу поступить в ваш университет на энергетика.Как поступить?Где в Казахстане проходит экзамен?",0,
7494,7495,"Здравствуйте, планирую поступать в ваш институт на Туризм. Какой минимальный балл был в прошлом году?",0,
7495,7496,"Обращается ли внимание на тройки в аттестате(в моем случае по математике),если я собираюсь НЕ на техническую специальность? П.с.Я с Казахстана. Очень волнует этот вопрос,так как волнуюсь что это помешает поступлению",0,
7496,7497,"Здравствуйте, я являюсь студентом НАТК (Компьютерные системы и комплексы). На какой курс возможно поступить после получения среднего профессионального образования?",0,
7497,7498,Здравствуйте. Какие проходные баллы у вас по профилям?,0,
7498,7499,"Подскажите пожалуйста, где я могу посмотреть приблизительные задания, которые будут на вступительных экзаменах? Меня интересуют русский язык, математика и физика",0,
7499,7500,"С какого срока можно подавать заявление на поступление не по интернет сайту,а в самом нгту живьем?",0,
7500,7501,Добрый день подскажите хочу заочно обучиться на техносферную безопасность если можно дистанционно два высших образования есть каким образом можно подать заявление,0,
7501,7502,"Доброго времени суток! Скажите а возможно ли ещё поступить в ваш вуз, до какого числа ведется набор?",0,
7502,7503,какой проходной балл на бюджет на механно-технический факультет,0,
7503,7504,"Здравствуйте)Не нашла информации о кол-ве баллов необходимых для прохождения на лингвистический факультет,какой проходной балл на бюджет?",0,
7504,7505,"Здравствуйте, меня интересуют даты вступительных испытаний для граждан Казахстана на специальность юриспруденция. Заранее благодарен за ответ.",0,
7505,7506,"Здравствуйте, хотел бы задать вопрос касающийся профессии Кинооператор. Я хотел бы узнать, на каком уровне проходит обучение, ценятся ли выпускаемые кадры, и легко ли им найти работу? Идёт ли распределение студентов на будущие работы, и хотел бы узнать конкретные примеры.",0,
7506,7507,Какие экзамены я должен сдавать если я собираюсь поступать на факультет ФПМИ?,0,
7507,7508,Есть ли у Вас бюджетные места на дистанционном обучении?,0,
7508,7509,Здравствуйте. Я учусь на 4 курсе бакалавриата на бюджете в НГАУ - возможно ли перевестись к вам на лингвистику? Возможен ли перевод на бюджет? Как это всё вообще устроено?,0,
7509,7510,как подать онлайн заявку на поступление в ваш университет,0,
7510,7511,"Собираюсь поступать в ваш университет,на электроэнергетика или профессии связанные с водой .Какой проходной бал ,какие предметы сдавать и бесплатный ли первоначальный экзамен для поступления в ваш университет,и со сколько баллов я могу поступить на бесплатное обучение в вашем университете",0,
7511,7512,Здравствуйте . Не хватает английского языка в ЕГЭ для поступления в аш УЗ . Можно ли сдать экзамен при поступлении ?,0,
7512,7513,Есть ли обучение по программе Программирование в компьютерных системах на базе 9 класса?,0,
7513,7514,"Здравствуйте, а можно ли поступить к вам после 9 класса?",0,
7514,7515,"Здравствуйте. подскажите пожалуйста, слышал у вас есть колледж при нгту, там вроде два этажа для него выделено... так ли это? если да, как узнать о нем подробнее или телефон? ",0,
7515,7516,Добрый день! Нормальные ли условия проживания в общежитии?Есть ли военная кафедра ?,0,
7516,7517,"Здравствуйте. Скажите, пожалуйста, стоимость обучения на Факультете Бизнеса - 38.03.02 Менеджмент? очная форма.",0,
7517,7518,Добрый день! Интересует сотрудничество с предприятиями от которых можно получить целевое направление. Подскажите пожалуйста список предприятий и как в целом это все происходит. Большое спасибо за ответ! ,0,
7518,7519,тест,0,
7519,7520,"Здравствуйте, при поступлении в ваш ВУЗ на лингвистику обязательно ли сдавать профиль математики?",0,
7520,7521,"Здравствуйте. Скажите, пожалуйста, что означает профильная физика на вступительных экзаменах по специальности ядерная физика? Ведь ЕГЭ мы сдаем просто физика.",0,
7521,7522,"Скажите, пожалуйста, какие есть вторые иностранные языки на выбор на кафедре ИЯ? Есть ли китайский?",0,
7522,7523,Могу ли рассчитывать на бюджетное место при сдаче вступительных экзаменов ?,0,
7523,7524,"Здравствуйте, скажите пожалуйста нужно ли в медосмотре переводить печать мы из Казахстана",0,
7524,7525,Будут ли давать бюджетные места на филологию в 2019 году?,0,
7525,7526,"Добрый день, моя 20летняня дочь инвалид 3гр(по слуху), проживает в Республике Казахстан хочет обучатся в Институте социальных технологий и реабилитации. Какие документы необходимы? Когда срок подачи документов и сдачи вступительных экзаменов? с 6-8 мая2018 работает приемная комиссия?",0,
7526,7527,"Здравствуйте, такой вопрос. Спортивный разряд может повлиять на шансы поступления в ваш вуз?",0,
7527,7528,Доброго дня! ИСТР только для людей с ограниченными возможностями здоровья или для всех?,0,
7528,7529,Здравствуйте. Я уже сдавала вступительные испытания в ваш ВУЗ в Казахстане. Какие документы мне нужно теперь предоставить для поступления? И до какого числа?,0,
7529,7530,"Скажите пожалуйста, на какой факультет можно поступить со 164 баллами? Это вообще возможно?",0,
7530,7531,"Я хотела подать документы на зачисление в магистратуру в электронном виде. Не могу зарегистрироваться в личном кабинете поступающего, поскольку у меня уже личный кабинет студента. Можно ли через мой кабинет студента подать документы и в каком разделе это сделать, не могу найти.",0,
7531,7532,"Здравствуйте, скажите могу ли я поступить на высшее образование, заочное отделение по диплому среднего-специального образования???",0,
7532,7533,"Здравствуйте, будет ли на набор на заочное отделение в 2019 г. на направление 15.03.04 Автоматизация технологических процессов и производств в нефтегазовом комплексе,и достаточно ли результатов ЕГЭ или нужно сдавать экзамены в НГТУ? Спасибо",0,
7533,7534,"Поступаю в магистратуру, до какого числа нужно предоставить оригиналы документов и согласие на зачисление?",0,
7534,7535,"Поступаю в магистратуру, до какого числа нужно предоставить оригиналы документов и согласие на зачисление?",0,
7535,7536,"Здравствуйте. В моей конкурсной группе 20 бюджетных мест (без учета целевого приема). Скажите, пожалуйста, входят ли абитуриенты, поступающие вне конкурса, в число этих 20 бюджетных мест?",0,
7536,7537,Скажите до какого числа нужно написать согласие на поступление в магистратуру?,0,
7537,7538,Здравствуйте. Сколько процентов мест в магистратуру будет зачислено первым потоком?,0,
7538,7539,Добрый день. Скажите пожалуйста можно у Вас пройти онлайн курсы по подготовке к поступлению на 2019г в ваш ВУЗ на специальность Экономика? Проживаем в Казахстане.,0,
7539,7540,"Здравствуйте, не могли бы вы дать ссылку на документ, в котором будут указаны средние баллы поступивших на бюджет в прошлом году? Не могу найти.",0,
7540,7541,"Здравствуйте, где можно посмотреть примерное содержание вступительных испытаний, проводимых институтом?",0,
7541,7542,Как найти контакты деканата интересующего меня факультета?,0,
7542,7543,"Хотел бы в следующем году поступать на факультет Адаптивной Физической Культуры, закончил 11 класс в этом году, но по ряду обстоятельств сейчас поступаю в Донской Педагогический Колледж в Ростове-на-Дону. Подскажите, пожалуйста, какие экзамены мне нужно сдать, чтобы поступить и на сколько баллов? Сам найти не смог, поэтому прошу помощи здесь.",0,
7543,7544,"Здравствуйте. Поступила к вам на ИДО на первый курс, но передумала учиться дальше, так как была зачислена в другой вуз. Скажите, пожалуйста, как я могу забрать свой аттестат?",0,
7544,7545,Подскажите пожалуйста номер деканата АВТФ,0,
7545,7546,"Я подал документы через личный кабинет. Сейчас хочу направить экспресс почтой оригинал аттестата. На какой адрес, на чье имя я могу направить аттестат?",0,
7546,7547,"Здравствуйте. Я сдал документы (подлинник аттестата и согласие), в рейтинге абитуриентов у меня не стоят баллы. Экзамены сдавал в Казахстане (выездные комиссии) и баллы вообще то известны. Они появятся? И когда?",0,
7547,7548,"Добрый день. Мой ребенок сдал вступительные экзамены в нгту выездной комиссии в Казахстане и сдал егэ. В первом случае набрал 242 балла, во втором случае 231. Какие результаты в приоритете при поступлении на бюджет. Спасибо.",0,
7548,7549,"Такой вопрос возник, почему на вашем сайте не было никакой информации по поводу выездных олимпиад в г.Павлодар, Казахстан?????? Я хотел поучаствовать, но свой город в списке выездные консультации не нашел. А олимпиада проводилась... Спасибо за информирование",0,
7549,7550,"Добрый день! Хотелось бы обратить внимание на некоторые проблемы в организации университетом приемной комиссии. В окнах кончилась бумага и её больше не выдают, приходится брать её в деканате, только работаем мы не на факультет, а на весь ВУЗ. Та же ситуация и с папками. В прошлом году нам предоставили кулер для воды, только вот он был давно списан, весь в грязи и потеках. В этом году он сломался, очень грустим по этому поводу.",0,
7550,7551,"Добрый день. Каковы условия поступления на базе СПО? Есть ли возможность ускоренного обучения если я получила диплом по специальности 09.02.03, поступаю на 09.03.01?",0,
7551,7552,"Добрый вечер. Такой вопрос, обязательно ли пересдавать ЕГЭ по дополнительным предметам (в наличии только русский язык и математика  из-за проблем со здоровьем несколько лет были потеряны) для поступления на платной основе дистанционно по направлению Прикладная информатика... Может быть, возможно подготовиться и сдать только внутренние вступительные испытания? Прошу прощения, не получилось найти точных указаний...",0,
7552,7553,"Когда можно подавать согласие на зачисление, оригиналы документов и заключить контракт на платное обучение? и когда, после заключения контракта необходимо оплатить на обучение?",0,
7553,7554,"На один из вопросов вы ответили, что 27 числа будут некоторые рекомендации, о чем дет речь?",0,
7554,7555,"Добрый день!Хотелось бы узнать, если в вашем университете дистанционное обучение по предметам для подготовки к вступительным экзаменам в 2019 году. Для граждан из Казахстана. Как заключить договор и произвести оплату по дистанционному обучению? С уважением, Юлия!",0,
7555,7556,"Вечер Вам добрый. Как узнать приказ о зачислении 3 августа. Скачиваю , но таблица пустая",0,
7556,7557,Когда начинается учеба?,0,
7557,7558,"Здравствуйте меня интересует поступление в ваш университет.1. Можно ли учиться очно после окончания колледжа(9 классов, получаю профессию), и надо ли сдавать егэ для поступления? 2. можно ли получить список предметов которые изучают на специализации 24.05.07 Самолето- и вертолетостроение и получить небольшие рекомендации для подготовки перед поступлением? Ответ, если можно, отправьте на почту.Заранее большое спасибо.",0,
